id;name;muscleGroup;equipment;movementPattern;level;goals;defaultSets;repsMin;repsMax;restSeconds;tags;alternatives
wger-1282-isometria-trazioni-impugnatura-inversa;Isometria trazioni impugnatura inversa;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1283-incline-chest-supported-dumbbell-row;Incline Chest-Supported Dumbbell Row;Back;Bench;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bench|pull|biceps-brachii|latissimus-dorsi|trapezius;
wger-1284-pseudo-planche-push-up;Pseudo Planche Push-up;Shoulders;none (bodyweight exercise);VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|verticalpush|anterior-deltoid;
wger-1285-talons-fesses;Talons fesses;Other;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|none-bodyweight-exercise|gastrocnemius;
wger-1286-dynamic-planche;Dynamic Planche;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1287-reach-ups;Reach ups;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis;
wger-1288-planche-de-cote-dynamique;Planche de cote dynamique;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis;
wger-1289-seated-dumbbell-curls;Seated Dumbbell Curls;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1290-reverse-grip-barbell-curls;Reverse Grip Barbell Curls;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|biceps-brachii;
wger-1292-trazioni-impugnatura-inversa;Trazioni impugnatura inversa;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|biceps-brachii|latissimus-dorsi;
wger-1293-one-armed-push-ups;One armed push-ups;Core;none (bodyweight exercise);Core;Advanced;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|pectoralis-major|triceps-brachii;
wger-1294-arco-femorale-una-gamba;Arco femorale una gamba;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|gluteus-maximus|latissimus-dorsi;
wger-1296-low-cable-cross-over-nb;Low-Cable Cross-Over - NB;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1298-high-cable-cross-tricep-extention-nb;High-Cable Cross Tricep Extention - NB;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1657-preacher-curl-internally-rotated;Preacher Curl - Internally Rotated;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1659-lat-pulldown-cross-body-single-arm;Lat Pulldown - Cross Body Single Arm;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1660-cable-chest-press-incline;Cable Chest Press - Incline;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1302-jm-press;JM Press;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|triceps-brachii;
wger-1303-helms-row;Helms Row;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|latissimus-dorsi;
wger-1304-meadows-row;Meadows Row;Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|latissimus-dorsi|trapezius;
wger-1661-cable-triceps-press;Cable Triceps Press;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1662-cable-tri-extension-internal-rotation;Cable Tri Extension - Internal Rotation;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1307-front-plank;Front Plank;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1666-curl-with-shoulder-elevated;Curl - With Shoulder Elevated;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1313-lying-leg-raise;Lying Leg Raise;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1314-jumping-jack-hd;Jumping Jack HD;Legs;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|other|quadriceps-femoris;
wger-1388-single-leg-rdl;Single Leg RDL;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1318-high-knee-skips-hd;High Knee Skips HD;Other;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|none-bodyweight-exercise|obliquus-externus-abdominis|rectus-abdominis;
wger-1319-crunches-hd;Crunches HD;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis|rectus-abdominis;
wger-1320-bench-dips-on-floor-hd;Bench Dips On Floor HD;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|biceps-brachii|brachialis|triceps-brachii;
wger-1322-kopfuber-gewichtaufheben;Kopfüber Gewichtaufheben;Core;Kettlebell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|kettlebell|rectus-abdominis;
wger-1324-bodyweight-lunge-hd;Bodyweight lunge HD;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1325-lateral-push-off;Lateral Push Off;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gastrocnemius;
wger-1668-one-arm-overhead-cable-tricep-extension;One Arm Overhead Cable Tricep Extension;Arms;Resistance band;Isolation;Advanced;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|resistance-band|isolation|triceps-brachii;
wger-1670-leg-swings-frontback;Leg Swings (Front–Back);Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1672-seated-hip-abduction;Seated Hip Abduction;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1333-forearm-curls-underhand-grip;Forearm Curls (underhand grip);Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation;
wger-1336-triceps-overhead-dumbbell;Triceps Overhead (Dumbbell);Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|triceps-brachii;
wger-1338-schoulder-raise-dumbbell;Schoulder Raise (Dumbbell);Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1679-wall-angels;Wall Angels;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|trapezius;
wger-1680-seated-figure-four;seated figure four;Legs;Bench;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bench|squat|gluteus-maximus;
wger-1348-lower-back-extensions;Lower Back Extensions;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1353-dumbbell-hex-press;Dumbbell Hex Press;Chest;Dumbbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|dumbbell|horizontalpush;
wger-1360-double-kettlebell-clean-and-press;Double Kettlebell Clean and Press;Arms;Kettlebell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|kettlebell|isolation|anterior-deltoid|biceps-brachii|brachialis;
wger-1361-double-kettlebell-front-squat;Double Kettlebell Front Squat;Legs;Kettlebell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|kettlebell|squat|gluteus-maximus|quadriceps-femoris;
wger-1363-blackroll;Blackroll;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1366-dumbbell-split-squat;Dumbbell Split Squat;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat;
wger-1370-dumbbell-deadlift;Dumbbell Deadlift;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat;
wger-1373-box-jumps;box jumps;Legs;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|other|gluteus-maximus;
wger-1374-rotary-torso-machine;Rotary Torso Machine;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|rectus-abdominis;
wger-1376-recumbent-bike;Recumbent Bike;Arms;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|arms|bodyweight|biceps-femoris|gastrocnemius|gluteus-maximus;
wger-1377-torso-twist;TORSO TWIST;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1380-band-pull-aparts;Band pull-aparts;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1381-upper-back;Upper Back;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|anterior-deltoid|trapezius;
wger-1312-bodyweight-squat-hd;Bodyweight Squat HD;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1384-pullover-machine;Pullover Machine;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1683-zottman-curl;Zottman curl;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii|brachialis;
wger-650-thruster;Thruster;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|anterior-deltoid;
wger-1387-hamstring-kicks;Hamstring Kicks;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1390-toe-touch;Toe Touch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris|gluteus-maximus;
wger-1684-dumbbell-thruster;Dumbbell Thruster;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1686-glute-bridge-single-arm-press;Glute Bridge Single-Arm Press;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|pectoralis-major;
wger-1687-bear-crawl-pull-through;Bear crawl pull through;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell|anterior-deltoid|gluteus-maximus|quadriceps-femoris;
wger-1372-triceps-dips-assisted;Triceps Dips (Assisted);Arms;Bodyweight;Isolation;Beginner;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1378-cable-lateral-raises-single-arm;Cable Lateral Raises (Single Arm);Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1391-elephant-walks;Elephant Walks;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1392-good-morning;Good Morning;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1393-single-leg-hamstring-stretch;Single Leg Hamstring Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1394-sit-reach;Sit & Reach;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|biceps-femoris;
wger-1395-crossbody-leg-swings;Crossbody Leg Swings;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1396-standing-pancake;Standing Pancake;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1398-hamstring-chokes;Hamstring Chokes;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1399-roll-down;Roll Down;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull;
wger-1400-crossbody-hamstring-stretch;Crossbody Hamstring Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1658-preacher-curl-externally-rotated;Preacher Curl - Externally Rotated;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1406-plank-to-elbow-extension;Plank-to-Elbow Extension;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|anterior-deltoid|rectus-abdominis|triceps-brachii;
wger-1407-cossack-squat;Cossack squat;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus|quadriceps-femoris;
wger-1408-wall-sit;Wall-sit;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus|quadriceps-femoris;
wger-1409-dragon-flag;Dragon-flag;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|obliquus-externus-abdominis|rectus-abdominis;
wger-1410-plank-with-alternating-leg-lift;Plank with Alternating Leg Lift;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1411-heel-touches;Heel Touches;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis;
wger-1412-bicycle-crunches;bicycle crunches;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1414-hack-squats;Hack Squats;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|quadriceps-femoris;
wger-1415-dumbbell-crunches;Dumbbell Crunches;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell|rectus-abdominis;
wger-1424-biceps-curl-machine;Biceps Curl Machine;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|biceps-brachii;
wger-1425-toe-taps;Toe Taps;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1426-standing-side-crunches;Standing Side Crunches;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis;
wger-1429-dumbbell-shoulder-rotations;Dumbbell Shoulder Rotations;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1430-plate-pinch-hold;Plate Pinch Hold;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|anterior-deltoid;
wger-1433-reverse-wood-chops;Reverse Wood Chops;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|gluteus-maximus|latissimus-dorsi;
wger-1434-lat-pull-db;Lat Pull DB;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|latissimus-dorsi;
wger-1435-scapula-pulls;Scapula Pulls;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi|trapezius;
wger-1436-pin-bench-press-bb;Pin Bench Press BB;Chest;Barbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|barbell|horizontalpush|pectoralis-major|triceps-brachii;
wger-1437-pin-squat;Pin Squat;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1438-clean;Clean;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|gluteus-maximus|quadriceps-femoris;
wger-1439-pin-ohp;Pin OHP;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid|triceps-brachii;
wger-1440-push-ohp;Push OHP;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid|gluteus-maximus|quadriceps-femoris;
wger-1441-incline-ohp-db;Incline OHP DB;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1442-kreis-press-db;Kreis Press DB;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1443-shoulder-raise-side-and-front-db;Shoulder Raise Side and Front DB;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1444-incline-chest-press-db;Incline Chest Press DB;Chest;Dumbbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|dumbbell|horizontalpush|pectoralis-major;
wger-1445-jerk-ol;Jerk OL;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid;
wger-1446-clean-and-jerk-ol;Clean and Jerk OL;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid|biceps-femoris|gluteus-maximus;
wger-1447-snatch-ol;Snatch OL;Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|anterior-deltoid|biceps-femoris|gluteus-maximus;
wger-1448-seated-w-curl;Seated W Curl;Arms;Bench;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bench|isolation|biceps-brachii|brachialis;
wger-1449-climbmill;ClimbMill;Legs;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|quadriceps-femoris;
wger-1450-cobra-stretch;Cobra Stretch;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|rectus-abdominis;
wger-1451-torso-rotation-stretch;Torso rotation stretch;Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|obliquus-externus-abdominis;
wger-1452-knee-to-chest-stretch;Knee to Chest Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1455-towel-superman;Towel Superman;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1457-cable-press-around;Cable Press Around;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|anterior-deltoid|pectoralis-major|triceps-brachii;
wger-1458-cross-body-cable-y-raise;Cross-Body Cable Y-Raise;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|anterior-deltoid|latissimus-dorsi|trapezius;
wger-1461-no-leg-drive-dumbbell-chest-press;No Leg Drive Dumbbell Chest Press;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1462-punches;punches;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|anterior-deltoid|triceps-brachii;
wger-1463-dumbbell-underhand-dead-row;Dumbbell Underhand Dead Row;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1464-pause-hack-squats;Pause Hack Squats;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|quadriceps-femoris;
wger-1465-spider-curl;Spider Curl;Arms;Bench;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bench|isolation|biceps-brachii;
wger-1466-calf-raise-using-hack-squat-machine;Calf Raise using Hack Squat Machine;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gastrocnemius|soleus;
wger-1467-incline-close-grip-barbell-bench-press;Incline Close Grip Barbell Bench Press;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|triceps-brachii;
wger-1468-floor-skull-crusher;Floor Skull Crusher;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|triceps-brachii;
wger-1469-bent-over-cable-flye;Bent over Cable Flye;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1470-1-arm-half-kneeling-lat-pulldown;1-Arm Half-Kneeling Lat Pulldown;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1471-kroc-row;Kroc Row;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi|trapezius;
wger-1472-cable-shrug-in;Cable Shrug-In;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|trapezius;
wger-1473-reverse-cable-flye;Reverse Cable Flye;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|anterior-deltoid;
wger-1474-w-raise;W-Raise;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis|rectus-abdominis;
wger-1475-black-widow-knee-slides;Black Widow Knee Slides;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|obliquus-externus-abdominis|rectus-abdominis;
wger-1476-butterfly-sit-up;Butterfly Sit Up;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis|rectus-abdominis;
